,text,aspect,label
2854,use the ipad and while can type,iPad,2
2855,very slow the page takes much time load,App,2
2856,this not video from template want trim,TRIM,1
2857,andy part team paid plan glassworks,paid plan,1
2858,your pages have issues please fix these they are sometimes lagging and when share webpage the,lagging,0
2859,you are not supplying the items ordered even milk and you ate debiting delivery charges when delivery has been made,Milk,0
2860,can not show and edit notes when offline,notes,0
2861,supply milk without delivery charge,Supply of milk,2
2862,ever since the last update delete something out tab that tab longer works for days,update,0
2863,works perfectly very way keep projects tasks,projects,1
2864,there should promotional activities for existing users not only for new users only,promotional activities,0
2865,the ease operate and make changes the order but the complimentary bag that was promised the time ordering was never delivered till date,"operate and make changes to the order,",2
2866,with the lifetime unlimited premium plan you can get unlimited videos exports month unlimited premium videos month,exports,1
2867,you try fill the task name will entered without permission and you will not able convert kanji etc,task,1
2868,stupid the email notifications are set automatically,email,1
2869,remove service keep lower for other than diary,service fee,0
2870,not sure this related ios and xcode but both iphone and ipad apps have significant lag between text input the keyboard and text output the,keyboard,0
2871,when open the slow when using okay,"slow,",0
2872,before took seconds open the,app.,2
2873,and happy pay,pay,2
2874,how return the workspace,workspace?,2
2875,editing one scene another one which not editing being affected,edit,1
2876,already paying for milk then you should deliver groceries free cost,milk..,0
2877,okay but missing whole bunch great features the website mac can,Mac,1
2878,every month was taken from card,card,1
2879,can not show and edit notes when offline,edit,0
2880,one the best project management systems date for yourself and business and tried some,date,1
2881,there desktop sync into either you have use the browser systematically some extension some other software you may may not using,sync,1
2882,yeah its time and vegetables and fruits quality are also good this situation keep thanks for giving necessary items lockdown,quality,2
2883,not sure this was the workspace you are talking about but the main page was called home,workspace,1
2884,reliable service great customer service team,customer service,2
2885,stephanie apologies that the your computer not work,computer,0
2886,you will not able sign because searches google accounts your phone and not via browser like other apps and what more the you not have the option sign without sharing your contacts,sharing,1
2887,everytime launch workspace for team this happens,workspace,1
2888,there images with editable text,text,1
2889,love asana but omg the ios not the best,IOS,0
2890,customization toolbar,customization,0
2891,you want boost sales functions boom you want manage marketing functions bang you want handle service functions bam any other function your have system for run your business can organized tracked and measured with aidtable spreadsheets flex you can even automate workflows with blocks airtable automation tool feature encourage any person working your company build their own with airtable there much you can with this register for free account and templates search for okr tracking and create key results improve your business now,Search,1
2892,day trial like the other plans would work perfect,trial,2
2893,and then the format completely changed and lost the the table format,data,0
2894,want remove the first sec the video imported,IMPORTED,1
2895,easy place order with excellent delivery,delivery,2
2896,but switched unlimited the promo code was good for plans,plans.,1
2897,but the could have better mobile interface more gesture integration quick actions and widgets,widgets).,0
2898,when order confirmed please ensure that delivered and not canceled,delivered,0
2899,best feature rich productivity ever,app,2
2900,the fruits and veges are poor quality also the fruits and veges are damp inside the cover,fruits,0
2901,this has made more productive and more able focus what important than any other,app.,2
2902,delivery charges are high,Delivery charges,0
2903,please make delivery charges free for grocery milk,grocery,0
2904,you can replace with premium media and export you want,media,0
2905,this has one the best apps have ever used since issuing have grown huge company,company,2
2906,mean equip fidouat and send them with dough price according their quality,price,1
2907,the mobile also little laggy,mobile app,0
2908,love asana but latest updates take the many steps backwards,latest updates,0
2909,almost everyday need call your support for missing items damaged expired items delivered,missing items,0
2910,good,app,0
2911,the best for team management,team,1
2912,fraud company paid for days and received milk only for days and proper response from customer support,milk,0
2913,some more offers for old customers,offers,0
2914,need delivery time time,delivery,0
2915,typeoneerror notionhq obsdmd could you sync them with the notionapi,sync,1
2916,best management tool,Best,2
2917,haptics sound design and responsive gesture animation are like drug for,animation,0
2918,days since someone asked for notionhq offline mode,offline mode,1
2919,five months subscribe milk,milk,0
2920,repeatedly crashes when changing filtered view ios,view,0
2921,julie from this screen will have move the correct date click the switch include the time,switch,1
2922,however not way custom templates notion without submitting them the global notion template gallery,Gallery?,1
2923,this really great database and extremely easy get grips with,database,2
2924,need gallery view ios maybe can use ipad browser check which right now can only login but not from ipad browser,browser,0
2925,charging delivery the milk packets,delivery fee,0
2926,free trial can only accessed with card but seems you are getting error,free,2
2927,prompt service great product line,Prompt service,2
2928,well you will have manually adjust the duration media and text after adding into the scene every time,scene,1
2929,notionanswers notionhq you can filter tasks then the table footer check the number,Filter,1
2930,besides that this one the best note taking apps,note taking apps!,2
2931,notionhq can you pls adopt google calendar bar thing that let you know what time,google,1
2932,could one those users with access the beta program,Beta,1
2933,use organize stories and submissions,organize,1
2934,image only filling the center screen,screen,1
2935,this for taking notes,app,0
2936,where can download video computer phone,computer,1
2937,when you have link preview column and try make the width,preview,1
2938,someone who visually impaired would great able increase the text size,text,0
2939,air table great for organizing stamps and dies,stamps,1
2940,relogin now with the same email and use the password invideo,password,0
2941,please voice capabilities speech synthesis and the ability record your voice,record,1
2942,yes you are already free trial and can export video without watermark,free,2
2943,work project manager and was doing things the hard way for years with spreadsheets and other organizational aides that took just long put together the actual project,project,1
2944,not have laptop computer anymore only ipad,iPad,1
2945,soon open the just stays logo with white background please help know this great,logo,0
2946,and need edit just download quality,download,1
2947,any particular brand item not available while advising that the item not available you can mention the other available brand the same item the same message,particular brand,0
2948,you are the professional plan look the article above,plan,1
2949,can help you make weekly schedules lists pages for your subjects helpful templates upload files and take down notes,"lists,",2
2950,tried use upload file but couldn get attachment column table open,attachment,0
2951,love this functionality this but mortified discover that will not even load without internet connection,app,2
2952,delivery person does not call before leaving milk and vegetables outside near the main road since the independent house the main road,milk,0
2953,would easier share the other database,share,1
2954,excellent sorry just not meet him before,meet,1
2955,the best notes have ever used,app,2
2956,best ever combination the powerful apps best tool for documentation,app,2
2957,the delivery high myself want discontinue,delivery fee,0
2958,service delivery products,Service,2
2959,writing request access the notion api beta that can try out the automate integration,integration.,2
2960,have you uploaded your logo the uploads tab,logo,0
2961,wish the ipad was good the computer,IPad app,2
2962,clearly the best note taking have ever used,note,2
2963,cancelled subscription because not want pay the tax for year,subscription,0
2964,doubt one the best apps have ever used not the best,apps,2
2965,they hare now not showing either workspace,workspace?,1
2966,does not allow login you have login error window displayed for login but immediately login options disappear,login,0
2967,can not even start the displays the logo and visible indication what happening loading bar spinning animation text nothing,"spinning animation,",0
2968,time delivery and prompt customer service,customer service,2
2969,but the slow the phone and tablet that feels like the screen has crashed,tablet,0
2970,check out your facebook page how disgusting this company sharing your usage with them,sharing,0
2971,this biggest database,database,2
2972,switching from notionhq obsdmd due recent availability issues and planned offline mode for the near futu,Switching,0
2973,love notion whole but the quality the ease use needs significantly improve,ease of use,0
2974,service not upto mark,Service,0
2975,compared other apps like milkbasket daily offers are less,apps,0
2976,found this when became compatible with siri shortcuts was struggling connect with shortcut and reached out the developers for some assistance the itself great everything you could hope totally user friendly simple and streamlined and also capable handling very complex and intricate applications well also cross platform can truly accessible back story was met promptly with loads help and when responded with some well deserved praises was given some swag with very sincere hand written thank you say this not that everyone reaches out get frustrated you don get the response but point out how important this company the people who created this and was done knowing that the user what will help catapult the company forward doing exactly what they have done create amazing product and ensuring runs very smooth sucheta you rock and thanks for your help best wishes,Totally user friendly,2
2977,love notion but the desktop and android apps are slow and frequently crash,Android apps,0
2978,the crashed once for this extremely simple task ipad pro,iPad Pro 11.,0
2979,pathetic customer service,customer service!,0
2980,works well windows but just installed phone android,(Android 7),0
2981,love this and the idea behind,app,2
2982,the vegetables fruits ordered out few times were not good quality and not fresh,quality,0
2983,unlimited videos exports month unlimited premium videos month,Premium,2
2984,not use russian until you can use russian,Russian,1
2985,just trying edit download video,edit,1
2986,transferring writings from mac notes notionhq makes feel,Mac,1
2987,there dark mode the works for the web version the,web,0
2988,alexandrecadeau notionhq notion great tool for building product roadmap you will actually use,roadmap,2
2989,also ahead and make widgets for notification center macos,macOS.,0
2990,unfortunately the boot time for this very slow,app,0
2991,remove acess membership and service,service fee.,0
2992,best productivity ever,app,2
2993,installed notion phone after having tried the web version,Notion,0
2994,one the best the best the market but the cost still very high,cost,0
2995,istock website and search and find picture videot here possible find same here plataform,website,1
2996,customer service awful delivery people not ring bell after multiple complaints money got deducted but not reflect your and way raise that issue with support,app,0
2997,however when hide the sidebar switch between full screen text shifts meaning that does not align with the corresponding slide picture,"screen,",1
2998,could you ability create widgets that the only thing miss the,"widgets,",0
2999,notion good but not good plz improve mobile apps takes time open,mobile apps,2
3000,the least you can extend the suupr access subscription for failed deliveries,suupr access subscription,0
3001,your delivery avin milk packets have been undepedable,Avin milk packets,0
3002,awesome,app.,2
3003,edit they implemented correct views for mobile,mobile,1
3004,delayed delivery time,Delivery time,0
3005,yes trimmed and ready,trimmed,1
3006,let try with other browser,browser,1
3007,dolar for discount much you can,discount,2
3008,how about toggle control contorl number list control,list,1
3009,now just received the desktop email and was interested the point where only supported win and mac,desktop,2
3010,the takes long time load android which makes difficult quickly take notes ideas the,app,2
3011,thought cancelled last week,cancelled,1
3012,implement free delivery charges give some discounts recharging monthly,delivery charges,0
3013,would like select multiple select options instead one,select multiple,1
3014,airtable amazing product desktop,desktop,2
3015,icon the bottom report any bugs you them,bugs,0
3016,like going back time using this,app.,0
3017,guess not hip enough have workflow interrupted relyi,workflow,0
3018,really like this service but can not get the information the mobile version match synchronize with the information the version,PC version.,0
3019,asana has been god send can visually what need for online courses creating clients home everything,clients,1
3020,but support for right side alignment like most note apps,apps.,2
3021,items grocery vegetables price are very high,grocery/Vegetables price,0
3022,not reminders tasks the free version,free,1
3023,love this help many ways with new project,project,1
3024,use firefox entirely and for some reason they have stopped working,Firefox,0
3025,best for keeping track multiple things you need,keeping track,2
3026,prevents users from customizing the,app.,0
3027,good service useful for covid safe home,service..,2
3028,and plan subscribe the one,subscribe,1
3029,please dark mode,dark mode,0
3030,should work offline,offline,1
3031,can you delete the account free,account,1
3032,supr known for delivery charges,DELIVERY CHARGES.,0
3033,your google login incognito does not work,INCOGNITO,0
3034,robscott notionhq switched from and have not looked back,switched,1
3035,well really like the and although first was bit confused and overwhelmed about how use,app,0
3036,this going that one that changes everything,APP,2
3037,although complicated first because has many functions quite complete even the free version,free,1
3038,everyone does not have the latest apple product,Apple,1
3039,not use this want delete account,account,1
3040,maintaining regularity and prompt delivery,prompt delivery.l,0
3041,perhaps one the most awesome that has been developed the developers,app,2
3042,plz work the prices offered fruits and vegetables,vegetables,0
3043,timely delivery needed and worst customer support improve,"customer support,",0
3044,apke product price,price,0
3045,delivery time and delivery charges,delivery charges.,0
3046,for some time was looking for like this with templates ready for some jobs,templates ready,2
3047,can not log,log,0
3048,the website far far better,website,2
3049,having issue where each callout created displaying red text instead the default color,text,0
3050,sorry the lifetime plan for business,business?,1
3051,being professional and hobbyist software developer love this very much,developer,1
3052,please feel free reach out anytime you have any questions suggestions feedback,free,1
3053,this intended behavior the moment while copying link pages and paste and definitely agree that this needs some polishing,paste,0
3054,this has the most functionality have ever seen note meeting workspace whatever you want call,note/meeting/workspace,2
3055,thought had already cancelled prior the trial being over but just noticed the payment,payment,0
3056,one more question how can change the style transition from scene scene,scene?,1
3057,but paying annually can get access some differentiated custom structures,paying,1
3058,would great had homesreen widget link specific page favorites quick note etc,specific page,0
3059,can you send mail for the confirmation the same,mail,1
3060,would really great you this ability the,app.,2
3061,automated text speech,Text,2
3062,you don get push notifications for your phone,notifications,1
3063,miriamgonp notionhq voy registrando una tabla logros voy anotando los reconocimientos,una,1
3064,and let make organize notes better than any other,app.,0
3065,have already sent message before typing slow notion,slow,0
3066,installed the but when open the displays the logo with white screen,app,2
3067,any video longer than mins will take longer export,export,0
3068,examples might content within page entire page pages entire workspace entire notion account can you also share any relevant page workspace urls names other identifying information,share,1
3069,using this for side project for work,project,1
3070,the new updated version the not working,updated,0
3071,but not quite sure management would agree purchase for each member the team,purchase,1
3072,the right animation duration,animation,1
3073,the more than wonderful but have two notes the first that the can not modify the name tables some fields where when pressing write enlarges and minimizes the options frequently and annoyingly and the second hope that the writing feature the arabic language will added from right left thanks lot,app,0
3074,hastle free services milk fruits and vegetables,"milk,",2
3075,communicating clear msg,communicating,0
3076,prompt efficient and good quality service,efficient,2
3077,only thing need android widget,android widget,0
3078,the moment creating the same view the table that you arranged alphabetical order and with regular width not yet possible with our link feature,table,0
3079,you will have download from youtube and then upload and the scene,youtube,1
3080,failing log and paid specifically using mobile very bad,mobile,0
3081,and another question that means remove background credits,background,1
3082,thanks for work addressing initial feedback way slow mobile,mobile.,0
3083,improve your application crashed issue,Improve,0
3084,when will dark mode the android,android,1
3085,please more variety leafy vegetables,variety of leafy vegetables,0
3086,cet for very special session how use notionhq with raes tea,how to use,2
3087,need widgets pinned pages and offline pages please provide wigets android,wigets,0
3088,how can change the home language,home language,0
3089,very bad service not delivered many times,service,0
3090,need reduce delivery cost can buy almost liters milk with amount charged for delivery per month,milk,0
3091,notion easily one the best apps have used entire life,Notion,2
3092,the page called topic finance and accessed through hsc year business studies class notes topic finance,"notes""",0
3093,can anyone tell how adjust the size the texts,texts,0
3094,not take advantage the situation and suddenly charges like done now the timing could have been post lockdown for charges and ensure everyone gets atleast one packet milk even they have ordered for more that distribution happens equally,charges,0
3095,set the fit type fit with transparent,transparent,1
3096,how can the mobile terrible when the desktop has much versatility,mobile app,0
3097,please can you lookinto project,Project,1
3098,but yet not got the super daily delivery bag,Delivery bag.,0
3099,well for now going take the monthly plan because the truth have lot development expenses find bit difficult this month but take the option into account because the moment one platforms starts generate that will throughout the month may and june,"plan,",1
3100,little awkward get started try understand how relationships are establish but you have absolutely database experience you may have easier time the people who have used access corral paradox,database,1
3101,have lifetime deal invideo,lifetime,2
3102,really helpful templates and project bases with sample that makes sense their potential uses,Really helpful templates,2
3103,very good prompt service keep oedy,service,0
3104,delivery charges should nil,Delivery charges,0
3105,airtable was breath fresh air after decades google sheets but starting show its age multiple views are broken mobile one can edit notes sections because the keyboard covers the viewport pro usually not terrible unless editing one the bottom three fields but the useless mini,Multiple views,0
3106,looking more delivery timing well assured the delivery,delivery timing,0
3107,would like downgrade account temporarily from business free not using the moment,business,1
3108,excellent for note taking and cross platform usability,app,2
3109,great order projects and tasks,tasks,2
3110,ease use and polite delivery people,polite delivery people,2
3111,could crop some scenes but not preview,preview,0
3112,dear can not seem download video without watermark have upgraded plan but still bad quality,quality,0
3113,prioritize tasks,tasks.,1
3114,gosto versao pra web,Gosto,2
3115,also there anyway able edit videos longer than min,edit,1
3116,difficult type every time have option use touch pen apple pencil pen iam more pleasurable you make this the,Pen,0
3117,the current delivery charges are the higher side,delivery charges,0
3118,there new feature ultimate tasks notionhq template cold tasks,template,2
3119,you can change the email,email,0
3120,you are not the recipient indicated you are notified that the use disclosure and copying without authorization prohibited under current legislation,notified,0
3121,the quality fruits vegetables have been lowered,fruits,0
3122,once have placed order then there should not any change prices,prices.,0
3123,believe great feature would allow the user attach near unlimited images the notes one your lists,lists,1
3124,the customer understand customer problem,customer problem,0
3125,ensure quality and timely delivery,quality,0
3126,need editing and upload the cloud,cloud.,1
3127,please optimize your for android,android,0
3128,can generate video for facebook ads facebook story ads instagram video ads,ads,1
3129,was happy with notion the moment learned about and had hands,notion,2
3130,notion the best note apps have ever used,Notion,2
3131,love this tool,tool!!,2
3132,the haptic feedback vibration quite weird,haptic feedback vibration,0
3133,does not hold settings,settings,1
3134,notion team any way create template database with default date property today,template,1
3135,otherwise good for milk supply,milk,0
3136,the best productivity ever,app,2
3137,can you send the payment link here,payment,1
3138,quality delivery and time delivery check the delivery person who delivering the product properly delivering quality product,delivery,0
3139,apparently per policy that you want subscribe the educational plan you will needing associate your eligible student email along with,student,1
3140,offers cashback promotions product discounts while starting you given more discounts but now nothing watse,cashback promotions,0
3141,sometimes slow during meetings switch back google docs,Google,1
3142,freezes the splash screen,splash screen.,0
3143,would like notified whenever fixed possible,notified,1
3144,duplicating templates does not work anymore,Templates,0
3145,visa mastercard amex credit card,card,1
3146,notion incredible desktop but unusable android the takes just move beyond the splashscreen,Android,0
3147,helped get job with the team,team,1
3148,does that only appear when video has been exported,exported,1
3149,cannot select multiple items the which super easy the website,"app,",0
3150,takes long open seconds that usually give before loads,long,0
3151,long time open trash,APP,2
3152,installed notion but never worked,Notion,0
3153,using browser from apple phone,phone,1
3154,the leaves lot desired compared the desktop version,desktop,1
3155,submission posting attachment with text always separate post can not combine like posting from desktop,desktop,1
3156,must support androids multi window api would better tablets and resize the the screen,app,0
3157,that notion really well thought out and intuitive note taking,app.,2
3158,slowly after display content,slowly,0
3159,would helpful have kanban view mobile,mobile,1
3160,steps turn notionhq into the ultimate design inspiration system,design,2
3161,like notion the mac web but the mobile way slow,Mac/web,2
3162,when adjust premium media show also remove watermark,media,0
3163,have already set pages have small text but the mobile the text large that can barely few lines,"text,",2
3164,why can not open the,app?,0
3165,this new timeline feature something had been waiting eagerly for while since great tool able keep track the progress each project,project.,1
3166,another video made yes the issue occur after downloaded also,downloaded,1
3167,yes keep deleting the logo place marker the right the screen but keeps reappearing,screen,1
3168,first suggest adding zoom option maybe with option switch for some people,zoom option,0
3169,buggy new samsung tab,Samsung,1
3170,need bag but they are provided any bag have wake take the milk,milk,0
3171,service should improved,Service,0
3172,try give regular deliveries,regular deliveries,0
3173,also you started charging delivery charges without any intimation,delivery charges,0
3174,enjoy notion desktop very much but its mobile android virtually unusable,Notion,2
3175,prompt and efficient service,efficient service,2
3176,notionhq editing manually also does not update the sum,Editing,0
3177,notionhq can protect notion contents with password code either mobile computer,password,1
3178,wish you could emoji react documents notionhq,emoji,2
3179,but fed ofasking green insulated super bag since last months despite calling customer care for getting bag company not bothred give bag totally dissatisfied company,super bag,0
3180,love notion and the ipad keeps most the features from desktop totally functional for everyday updates and note taking,app,2
3181,not like our phones are slow anything but more with the optimization,app optimization.,2
3182,best for database,database,2
3183,have bought ltd from appsumo while ago but now prompted for buying subscription,bought,1
3184,smartsheets trello combined into one,Smartsheets+,0
3185,the most important tools digital ecosystem are time blocked gcal,blocked,0
3186,improve payment technique,payment technique,0
3187,amazing loving the layouts,app,2
3188,that turn the volume for just that one scene,scene?,1
3189,love notion but the terrible,Notion,2
3190,orders payments are being accepted from mobile registered with you but when comes contacting customer service for raising issues getting message that this mobile not registered one,Customer Service,0
3191,service the way you reach out your customers and notify them regarding your ground operational challenges,Service,2
3192,can you increase the upload file size gigs,upload,1
3193,guys correct locales ukraine downloading the application polish although previously everything was correct,downloading,1
3194,most the time hangs making the subscriber fatigue,Most of the time it hangs,0
3195,best productivity ever,APP,2
3196,including the loading speed and display layout,display layout.,0
3197,could get refund cancelled before april,refund,0
3198,have deleted the account you will need resend invitation and accept again,account,1
3199,would appreciate linux support,support.,2
3200,just would like have the option create columns inside toggle feature would really elevate productivity game please consider,toggle,1
3201,that done please logout and relogin with same password,login,1
3202,signed brief trial asana but decided was not for compared alternative option found,signed,1
3203,original sound not playing,sound,1
3204,select the video clip the scene and you will get the volume option the right panel,volume,0
3205,much loading but used for daily using web version,web version,1
3206,but notion has ever missing feature have ever wanted,Notion,2
3207,would really great there were ipad version for notion that supports drawing screen splitting,iPad version,2
3208,remove supr access and make free delivery,delivery.,0
3209,airtable standard tool where work chose something useful create but the interface about era when numerous companies have built wonderfully polished productivity tools for the ipad web and other platforms,iPad,1
3210,widget section texts are big and looks super ugly phone screen,Widget,0
3211,transition has been loading for almost minutes that normal,transition,0
3212,organizational freak myself love the customization and abilities this has offer,customization,2
3213,uploading brand logo also does nothing the logo not added,Logo,0
3214,spoiled expect for the first day egges,egges.,0
3215,business partner unable utilize the move tool our shared notion,shared,1
3216,delivery boy never puts milk the bag,milk,0
3217,regular deliveries,deliveries.,0
3218,have better customer service help,customer service,0
3219,that means can use premium template and then export without payment,pay,0
3220,how give blur effect changing scenes,blur,2
3221,but android not fast and snappy using web mac,android app,0
3222,not functioning crashes when trying edit entries,functioning,0
3223,the update broke the bullet and number lists regular text instead indentation format,text,1
3224,like offline access,offline access,0
3225,but for quick note will use google keep for while,google keep,0
3226,hope know how feels when just write paragraph essay then suddenly your microsoft crash and didn save work progress,crash,0
3227,this amazing,app,2
3228,that sections can copied and give stars,copied,2
3229,notionhq jevakallio seems like database speed and scalability the main issue with your bad performance,database,0
3230,more than seconds redmi with miui,Redmi 6a,0
3231,when you signup wants access your contacts,wants access,0
3232,hey got charged even though cancelled trial,trial,0
3233,you can also click the try free button there red,free,2
3234,its the same process select and press delete the keyboard,delete,1
3235,would like delete account,account.,1
3236,the interface easy and slick but extremely limited terms organizing without hefty pricetag,interface,1
3237,yeah have laptop with but are not getting the link edit,edit,0
3238,are reaching out because the value added tax vat number goods and services tax gst number file for you invalid,file,1
3239,but ipad can not reach any page today,iPad,0
3240,please update your stock regularly because most the items are usually out stock,stock.,0
3241,separate location like you can with google doc link,Google,0
3242,always skips grocery items,grocery,0
3243,the website version works fine,website version works fine,2
3244,looking forward seeing how new productivity set works out,productivity,2
3245,sorry for the delay response here have checked this with the team and recommend you use multiple views each with filter for the design team and review team,design,2
3246,you shynit take delivery charges which even after covid recovery you have continued,delivery charges,0
3247,okay free day trial for business and unlimited plans,free,2
3248,dosnt even open and when does its vary lagy,app,0
3249,can you find projects,Projects?,1
3250,please support android feature such widget shortcut and share system,Android,0
3251,make error when trying log,log,0
3252,love the desktop version and have found truly revolutionary but the same cannot said for this android,android app.,0
3253,just download this for couple minutes and fall love with,app,2
3254,the search engine indexing allows your public shared pages appear search engines such google but only you someone else links somewhere the web,web.,1
3255,currently preparing the onboarding new team member setting task related wiki pages and screen recordings,task,1
3256,started using this work,started using,2
3257,surpassed expectations get one place organize like,Organize,2
3258,can you tell why istock limit has not reset,iStock,0
3259,shared video youtube yesterday and not recieve email letting know that was published yet,youtube,1
3260,really love notion but recently the really slow its animations with lot glitches,app,0
3261,guess could not use command search the content inside the table personally like put description and remarks the table because could the information without opening page while using table databases notion,opening,1
3262,the desktop slow now,desktop app,0
3263,taking forever just delete scene,scene.,1
3264,have appsumo lifetime account,Appsumo,1
3265,was working and asked log again,log,0
3266,the powerful,app,2
3267,you guys are charging delivery worst thing,delivery fee,0
3268,need color there way color code task assignments something,task,1
3269,features access curated templates full access image library full access standard video library istock images and videos free access creator club premium templates future updates,Image,2
3270,early morning delivery,morning delivery,2
3271,will ahead and your vote prioritize better copy paste support using ios,paste,0
3272,love the product not much love the mobile,mobile app.,0
3273,but not even want get subscription plan just wanted the trial,"plan,",0
3274,use apple notes sync between mac iphone with icloud the fast,Apple,1
3275,upon restarting the synchro works fine and previous edits are lost,"app,",0
3276,one the big plus was the integration with onedrive and outlook,integration,2
3277,faster resolution queries and issues,queries,0
3278,why can not this work like normal spreadsheet,spreadsheet?,0
3279,products availability and delivery,delivery,0
3280,tried many different card but still keeps saying check the card details,card,1
3281,there little similarity between the ios version and desktop version many views are unsupported groupings are lost,iOS,1
3282,can not remove the picture that for pner image,picture,0
3283,wondering how list subpages for page page,list,0
3284,with latest update this has gotten much faster and will actually finally use notion from phone now,app,2
3285,since lockdown quality fruits and vegetables has drastically gone down,vegetables,0
3286,provide reset password instructions,password,1
3287,this unusable due the slowness,app,2
3288,the ease ordering timely delivery and best part can use the vacation option when not home suggestion should increase the variety products sold,vacation option,2
3289,ianaitchison roamresearch notionhq notion support suggested that import may fail with note whose attribu,support,0
3290,best note taking have ever used,Note taking app,2
3291,have purchased fruits like watermelon and puppaya the quality very poor not expect you will supply like this,fruits,2
3292,use this for everything expenses asset management,Expenses,1
3293,love notion mac but not mobile can not copy more lines blocks offline mode extremely long time load please fix,Notion,2
3294,you can simply drag and drop the image and and adjust the duration from start,image,1
3295,the dark mode not fully dark black,dark mode,0
3296,would you mind sending over the workspace name billing email address file,billing,1
3297,desktop experience great though,Desktop experience,2
3298,wanted know posible have this beta api access integration notion with jotform,integration,1
3299,the takes long open,app,0
3300,have great experience with notion android and windows and very easy figure out,"Windows OS,",2
3301,the haptic feedbacks are sad even android device with decent haptic motor,Android device,0
3302,delivery and cancel delivery timeing,delivery timeing,0
3303,well the video show click the bottom right that scene but its not there,scene,1
3304,but try cancelling but the website ended not going through,cancelling,1
3305,notionhq little unclear here are guests free are paid plan,Guests,1
3306,you can adjust the scene duration from the timeline,scene,1
3307,ease ordering prompt delivery refunds easy issues resolved chat great range products,Ease,2
3308,the web based version works great and use lot the office but the just doesn work the same,web based version works great,2
3309,your plan was not cancelled and days was completed and you were charged april for business yearly plan,charged,0
3310,supply vegitables packing delivery handaling not good,Delivery Handaling,0
3311,after the latest update the application crashes when tap record,update,0
3312,and the notionhq web clipper for safari here,Safari,1
3313,the reason gave stars because notion does not have widget for android,widget,0
3314,please sound and screen notification,notification,0
3315,post donde explico como crear una web con notionhq super,con,1
3316,money has been deducted fake response customer,money,0
3317,now your video that scene and then trim for the second clip,scene,1
3318,notes take long load and open,load,0
3319,time delivery and customer service,customer service,2
3320,can not even start the displays the logo and visible indication what happening loading bar spinning animation text nothing,app,0
3321,today found out that notionhq has free plan,free,2
3322,you are good only with milk delivery,milk,0
3323,unlimited storage multiple brand presets,Storage,2
3324,not smooth operation android,android.,0
3325,ease use and polite delivery people,Ease of use,2
3326,the best notes have ever used,app,2
3327,why showning free plan lite membership,free,1
3328,there way make database not directly,database,1
3329,this not good that your air table,table,1
3330,and then will not let you delete your profile,delete,0
3331,the amazing but not getting smooth experience when using this,app.,0
3332,want use full potential notion our phones well,Notion,2
3333,quality the product and efficient delivery,delivery.,0
3334,the newest update renders the date field almost unusable,field,0
3335,what can video does not fill the screen,screen?,1
3336,could put colors the tasks for better identification,tasks,1
3337,bundle size not the whole single page performance story,performance,1
3338,how put transparency the image,image,2
3339,worspace name and billing what caused you escalate the ticket,billing,1
3340,integrations require zapier,integrations,1
3341,then popping out for bit will back later,popping,1
3342,replaced apps for,apps,2
3343,unlimited storage multiple brand presets,Storage,2
3344,will not able draw ideas this,app.,0
3345,just switched obsidian but still use notion for,switched,1
3346,you mean after downloading computer not playing,downloading,0
3347,send fresh vegetables not rotton delivery executives should properly trained website should customer friendly,website should be customer friendly,0
3348,keep the delivery time,delivery,0
3349,delivering time delivery person should constant responsible person who can deliver daily basis,deliver,0
3350,very good service with nice attitude staff,nice attitude of staff,2
3351,whenever open the asks log again,app,0
3352,have project that will not render,project,0
3353,need dark mode for free,Free,1
3354,this has massively improved the past year and the version god send,app,2
3355,evernote has this,Evernote,0
3356,gah the web great but your mobile really needs work when comes its loading speed,web,2
3357,after trial days end can back free plan forced buy prmium with option diffeent from plan explanation bad experience,Buy,0
3358,fantastic application with the free version enough but sometimes think could even install the paid version how many the other things even more useful could use,install,1
3359,want erase severals lines text with numeration have first erase one for one,"numeration,",0
3360,tried like the but its complicated use,"app,",0
3361,aesthetic database text tiled header more,aesthetic,2
3362,however when you introduced delivery charges stealthy apr you just not inform neither there was nor msg but kept deducting delivery charges randomnly,on deducting,0
3363,love everything about notion,notion..,2
3364,can get notes,notes,1
3365,offers cashback promotions product discounts while starting you given more discounts but now nothing watse,discounts,0
3366,giving notion mobile,Notion Mobile App.,0
3367,saw the notification about being out and figured could archive some older,archive,1
3368,awesome manage cordinate and communicate for work tasks and projects,tasks,1
3369,nocodeluc notionhq why invent new shortcut for the bullet points tho,bullet,0
3370,well cropped,cropped,0
3371,well have been using this until the application has started not open and was good,app,2
3372,airtable was breath fresh air after decades google sheets but starting show its age,Google Sheets,0
3373,can look into this for you could you share the url name the page,URL,1
3374,must support androids multi window api would better tablets and resize the the screen,tablets,0
3375,but anytime try start the video trimmer error pops,pops,0
3376,loving notionhq and also loved the process designing own template kaya decided organize,organize,1
3377,browser version great ios version meh glitchy slow locks frustrating,iOS,0
3378,the while notion able organize aesthetically pleasing and easily digestible manner,Notion,2
3379,created are named with emoji and fitting name like bucher books rezepte recipes and have special page named only,emoji,1
3380,card view should implemented,Card,1
3381,cancelled subscription few days ago yet was still charged the yearly yesterday,subscription,0
3382,offer discounts,discounts.,0
3383,prompt dedicated service,Prompt,2
3384,after the version when you create new task operating iphone you can only enter the task name hiragana,task,1
